X,Y,TYPE,NAME,ONEWAY,LANES
-17.4895046000367,14.7471300000097,service,,no,
-17.4896703499903,14.7478639500342,service,,no,
-17.4886505278615,14.7252114332793,secondary,,,
-17.489495075332,14.7468147931613,service,,no,
-17.4896494061601,14.71667651925,primary,Route de la Corniche Ouest,yes,2
-17.4896214627171,14.7169951187444,tertiary,,yes,
-17.4895349998991,14.7478287503533,service,,no,
-17.4893584499062,14.7476293999768,service,,no,
-17.4890380000193,14.7473772999316,service,,yes,
-17.4895981,14.7167322,primary,Route de la Corniche Ouest,yes,2
-17.4896312220211,14.7168226531979,unclassified,,yes,
-17.4896013319571,14.716847239107,unclassified,,yes,
-17.4896103241454,14.7169573689857,tertiary,,yes,
-17.4895855189403,14.7293056246272,residential,,,
-17.4896308208249,14.746009424319,unclassified,,yes,
-17.4895248244831,14.7460430074062,unclassified,,yes,
-17.48927465,14.7479146,service,,no,
-17.4896137014224,14.7470008751586,service,,no,
-17.4894588870021,14.7466903573718,service,,no,
-17.4889079900992,14.7156058652503,primary,Route de la Corniche Ouest,yes,2
-17.4893900000131,14.7477910999553,service,,no,
-17.4889065897782,14.7157653759796,primary,Route de la Corniche Ouest,yes,2
-17.4850550007619,14.7221103995448,tertiary,,,
-17.4894453,14.7298608,residential,,,
-17.4893573,14.729335,residential,,,
-17.4892431,14.7477529,service,,no,
-17.4893744,14.74693865,service,,no,
-17.48932765,14.74665535,service,,yes,
-17.4855111961027,14.7447213896914,unclassified,,,
-17.489096199953,14.7477147501636,service,,no,
-17.4889105529679,14.7478740478383,service,,yes,
-17.48850175,14.7292714,residential,,,
-17.4876393437668,14.7120050187494,primary,Route de la Corniche Ouest,yes,2
-17.4875905409478,14.7120728118592,primary,Route de la Corniche Ouest,yes,2
-17.4876076998326,14.7224843990482,secondary,,,
-17.4882037486749,14.7559411609538,residential,,,
-17.4866380162429,14.7260630491808,secondary,,,
-17.48746035,14.75211535,unclassified,,yes,
-17.4837916,14.7328143,service,,,
-17.487017,14.75192095,unclassified,,no,
-17.4840856,14.75553385,unclassified,,no,
-17.4863290581161,14.7563184334213,residential,,,
-17.4865432144936,14.7249734612748,residential,,,
-17.486413599659,14.7093970693526,primary,,yes,
-17.4842060407631,14.7071809914882,primary,Route de la Corniche Ouest,yes,2
-17.486411326188,14.7094879499177,residential,,yes,
-17.48427155,14.70732415,primary,Route de la Corniche Ouest,yes,2
-17.4863868181745,14.7094470190958,residential,,yes,
-17.48169895,14.72997155,residential,,,
-17.4835960618588,14.7256166679047,residential,,,
-17.4836009435306,14.7094042497123,residential,,,
-17.4848388256788,14.7084983201607,residential,,,
-17.4854800500216,14.7247923999136,residential,,,
-17.483158,14.7087219,residential,,,
-17.482926362781,14.7279750914285,residential,,,
-17.48465325,14.7091064,residential,,,
-17.4813495387657,14.7396245410788,service,,,
-17.48455375,14.70777455,residential,,,
-17.4801061596827,14.7197085064076,road,,,
-17.48429935,14.7081813,residential,,,
-17.48422505,14.7074881,residential,,,
-17.4841641530914,14.7085567559689,residential,,,
-17.48405265,14.70908835,residential,,,
-17.4838052490372,14.7252535089976,residential,,,
-17.4834608,14.7090633,residential,,,
-17.48329325,14.76076125,residential,,,
-17.4828031448352,14.7068972548115,residential,,,
-17.48286125,14.7060177,residential,,,
-17.4779237491268,14.761654467809,tertiary,,,
-17.4827461497333,14.7294071010412,residential,,,
-17.482634598813,14.7283943549005,residential,,,
-17.4823427421448,14.7288052478276,residential,,,
-17.4826968499639,14.7084306480167,residential,,,
-17.4822826468513,14.7283071617472,residential,,,
-17.4824154213561,14.7052649764754,primary,,yes,
-17.4823483508053,14.7082772616836,residential,,,
-17.48228785,14.7054114,residential,,yes,
-17.48147155,14.7079047,residential,,,
-17.4789757671366,14.7030170637866,primary,Route de la Corniche Ouest,yes,2
-17.4822682,14.7054052121107,residential,,yes,
-17.4817733,14.7058825,residential,,,
-17.4790976,14.70319745,primary,Route de la Corniche Ouest,yes,2
-17.48094055,14.76060135,residential,,,
-17.47692255,14.71245575,secondary,,yes,
-17.477226948771,14.7122064006499,secondary,,yes,
-17.4812065,14.70989005,residential,,,
-17.4791385052507,14.7095740089111,residential,,,
-17.48030975,14.7096883,residential,,,
-17.47398,14.71619075,residential,,,
-17.4786553499972,14.7113219500015,residential,,,
-17.4797429445435,14.7096157444085,residential,,,
-17.47921495,14.7087036,residential,,,
-17.479895,14.76303035,tertiary,,,
-17.4794414,14.71017515,residential,,,
-17.478232899999,14.7109458500005,residential,,,
-17.4775675737586,14.7568372224019,residential,,,
-17.4786553604078,14.7613971208575,residential,,,
-17.4771788168211,14.7604659655866,residential,,,
-17.4784252,14.71053235,residential,,,
-17.4778919177641,14.710933938311,residential,,,
-17.47817535,14.7036362,residential,rue MZ-226,,
-17.47845685,14.76126485,residential,,,
-17.4776382579404,14.7101354928292,residential,,,
-17.47750515,14.70497425,residential,rue MZ-196,,
-17.4718504329783,14.700438585569,residential,rue FN-11,,
-17.4774974,14.7023348,residential,,,
-17.47726725,14.7036284,residential,rue MZ-228,,
-17.4770298223363,14.7598837244062,residential,,,
-17.47716725,14.71124585,residential,,,
-17.4763004000131,14.7593049499517,residential,,,
-17.4766501,14.7048775,residential,rue MZ-153,,
-17.4762064776867,14.7003474526025,residential,,,
-17.47656725,14.75691385,residential,,,
-17.47665285,14.70138745,residential,rue MZ-232,,
-17.47656465,14.71184895,residential,,,
-17.4750279041369,14.7589283575705,residential,,,
-17.47566985,14.70111975,residential,,yes,
-17.4757961110481,14.7013710344153,residential,,yes,
-17.475608150149,14.6998835371976,residential,rue FN-01,,
-17.4756812,14.7006371,residential,rue FN-05,,
-17.4762072029058,14.7011138385646,residential,MZ-234,,
-17.47609425,14.70415605,residential,rue MZ-194,,
-17.4758771580207,14.7571670295858,residential,,,
-17.4745700374766,14.7110022529241,residential,,,
-17.4717259041721,14.7561577005043,residential,,,
-17.47512105,14.7118908,residential,,,
-17.4757422505738,14.7542941730922,residential,,,
-17.4687608150886,14.7527227183176,residential,,,
-17.4755356523585,14.7062675156057,residential,rue MZ-77,,
-17.4752229501346,14.7082628499548,residential,rue MZ-92,,
-17.4752567366381,14.7554414400495,trunk,,yes,
-17.4755947960942,14.7551525899324,residential,,yes,
-17.4753221998943,14.706963950036,residential,rue MZ-94,,
-17.4667273919782,14.7527325901554,residential,,,
-17.4754539620273,14.7551369832585,residential,,yes,
-17.4753581029416,14.7557629989974,residential,,yes,
-17.4748030487431,14.7065317968853,residential,rue MZ-79,,
-17.4747306,14.7077974,residential,,,
-17.4754652500005,14.7095667499865,residential,,,
-17.4741063243426,14.7096620334605,residential,,,
-17.4750165000212,14.705835349992,residential,rue MZ-96,,
-17.47483735,14.71053355,residential,,,
-17.4746666,14.7143644,residential,,,
-17.4753393506043,14.7001367967128,residential,,,
-17.4753632663834,14.7557180647696,residential,,yes,
-17.4630062521039,14.7486911023837,trunk,Route de l'Aéroport,yes,2
-17.463087401914,14.7486151521739,trunk,Route de l'Aéroport,yes,2
-17.47525085,14.7010224,primary,Route de la Corniche Ouest,yes,2
-17.474034051203,14.7583286268065,residential,,,
-17.47523335,14.7010806,primary,Route de la Corniche Ouest,yes,2
-17.4751790838175,14.7556700739197,residential,,yes,
-17.474594801778,14.7006947506987,residential,,yes,
-17.4750182003408,14.7017956490376,residential,,,
-17.4745121365391,14.704400495584,residential,rue MZ-100,,
-17.4746629,14.70092085,residential,,yes,
-17.4720075356872,14.6989504168973,primary,Route de la Corniche Ouest,yes,2
-17.4719619897594,14.699000428986,primary,Route de la Corniche Ouest,yes,2
-17.4743017780599,14.7115366059709,road,,,
-17.4738898493909,14.7218646479066,residential,,,
-17.4734894,14.7110772,residential,rue MZ-75,,
-17.4746987,14.7032489,residential,,,
-17.474763958531,14.7035746321394,residential,,,
-17.4734284000037,14.7066252999894,tertiary,rue El Hadj Ibrahima Niass,,
-17.4739840602801,14.7086903307829,residential,rue MZ-73,,
-17.4738666,14.70806955,residential,rue MZ-71,,
-17.4739272045888,14.71057172885,residential,,,
-17.4738338,14.73042935,service,,,
-17.47283435,14.7231219,residential,,,
-17.47395095,14.70141185,residential,rue FN-06,,
-17.4446124,14.76516425,primary,,,
-17.47355325,14.70771675,residential,rue MZ-88,,
-17.4740629,14.7547107,residential,,,
-17.4741133524749,14.6919715952625,primary,,yes,
-17.4728354947485,14.6945901578553,primary,Route de la Corniche Ouest,yes,2
-17.4727223636762,14.6887229637195,primary,Route de la Corniche Ouest,yes,2
-17.4734586499736,14.7081676999841,residential,rue MZ-86,,
-17.4733634,14.6939107,service,,yes,
-17.4739079242247,14.6921932205232,residential,,yes,
-17.4727243438041,14.6946418592221,primary,Route de la Corniche Ouest,yes,2
-17.4726077048434,14.6886962549601,primary,Route de la Corniche Ouest,yes,2
-17.4736273529241,14.6920171970602,residential,,yes,
-17.4721266468543,14.7059292775725,residential,rue MZ-134,,
-17.47362325,14.70865545,residential,rue MZ-84,,
-17.4735838498104,14.6921061000709,residential,,yes,
-17.4737868044177,14.7153294381226,road,,,
-17.473503,14.70741915,residential,rue MZ-90,,
-17.4736796,14.71661095,road,,,
-17.4732172999911,14.7092663999938,residential,rue MZ-80,,
-17.4729430000025,14.7124221499995,residential,,,
-17.47343765,14.7089358,residential,rue MZ-82,,
-17.4726453,14.7210719,residential,,,
-17.4726238441134,14.6899846300089,residential,rue Alioune Diop (FN-19),,
-17.4718050028273,14.6912607987479,residential,,,
-17.473298,14.71144755,road,,,
-17.4727981084022,14.7062097581361,residential,rue MZ-118,,
-17.4732499937426,14.7086086593926,residential,rue MZ-69,,
-17.467198765757,14.6952118942412,residential,rue Aimé Césaire (FN-20),,
-17.4725721,14.7289676,trunk,Voie de Dégagement Nord,yes,2
-17.47298985,14.7110279,residential,,,
-17.4721399310104,14.7157027628929,residential,,,
-17.47303546919,14.7008112778986,residential,rue FN-08,,
-17.4722965951105,14.6901695830943,residential,rue C (FN-21),,
-17.4725808,14.7106532,residential,,,
-17.4720781309521,14.7070264395594,residential,rue MZ-108,,
-17.472776629865,14.7059777790008,residential,rue MZ-120,,
-17.4729705,14.7084701,residential,rue MZ-67,,
-17.4719062518704,14.7280258056201,trunk,Voie de Dégagement Nord,yes,2
-17.4731688513664,14.7121390064799,road,,,
-17.473102,14.71670765,road,,,
-17.4724047,14.71208745,residential,,,
-17.4725148,14.70327665,footway,,,
-17.4723598702046,14.716854788247,residential,,,
-17.4726496,14.7164346,road,,,
-17.47290975,14.70704405,residential,,,
-17.4723453851762,14.7338983908119,residential,,,
-17.4723875000257,14.7328658999965,residential,,,
-17.4727647065733,14.7351090673425,residential,,,
-17.47243335,14.70437965,residential,rue MZ-115,,
-17.4721524,14.7037459,residential,rue MZ-142,,
-17.4723001,14.7187328,residential,,,
-17.4724006111795,14.7059757747332,residential,rue MZ-122,,
-17.4726751,14.7071856,road,rue MZ-116,,
-17.4717537950893,14.6905059825945,residential,rue FN-23 D,,
-17.4711582516938,14.6900753986931,residential,rue David Diop (FN-24),,
-17.4725925999989,14.7113674499951,road,,,
-17.4668476475208,14.7306717490659,secondary,,,
-17.47260725,14.7139423,residential,,,
-17.4725852252537,14.7518179583155,residential,,,
-17.47250695,14.70689485,residential,rue MZ-85,,
-17.4664095,14.7342822,residential,,,
-17.4725649499629,14.733421463035,residential,,,
-17.4722786886661,14.7071605981578,residential,rue MZ-114,,
-17.4717476802149,14.7082895140121,residential,MZ-104,,
-17.4723542477395,14.6933804213687,residential,rue FN-18,,
-17.4719204,14.70454135,residential,rue MZ-99,,
-17.47225425,14.7056752,residential,rue MZ-124,,
-17.4719551926735,14.6960265135087,residential,,yes,
-17.47210185,14.7076803,residential,rue MZ-106,,
-17.4717713,14.73978285,primary_link,,yes,
-17.4718902172883,14.7149675766437,primary,,yes,
-17.4713230471038,14.7293820010474,residential,,,
-17.4718935,14.72999175,living_street,,,
-17.472203,14.7333594,residential,,,
-17.4716802484886,14.6961925534484,residential,,yes,
-17.4720677497287,14.7049073503137,residential,rue MZ-93,,
-17.4712095454014,14.6908303832682,residential,rue FN-25,,
-17.4718343,14.7062365,residential,,,
-17.4716466003894,14.7169912446132,primary_link,,yes,
-17.4720011071671,14.7052744015248,residential,rue MZ-130,,
-17.4719014002847,14.7135046441868,primary_link,,yes,
-17.471564963453,14.7308995105545,living_street,,,
-17.4711753000585,14.7289114999825,living_street,,,
-17.4684725405442,14.6970138105958,residential,avenue des Ambassadeurs,,
-17.4716975525995,14.739166741862,primary_link,,yes,
-17.4718439239192,14.7151364079767,primary,,yes,
-17.47094035,14.70212495,residential,,,
-17.4718701776357,14.7076267018342,residential,rue MZ-87,,
-17.47159015,14.7304432,living_street,,,
-17.4716637,14.7068812,residential,rue MZ-89,,
-17.47156725,14.7049236,residential,rue MZ-132,,
-17.47166525,14.70345635,footway,,,
-17.4710695491822,14.7412746023386,trunk,Voie de Dégagement Nord,yes,2
-17.4718515034444,14.7150341432815,primary,,yes,
-17.471360714732,14.6992626408523,residential,rue FN-10,,
-17.47085255,14.7032704,footway,,,
-17.4716950480582,14.697612989686,residential,,yes,
-17.4716596494981,14.7151336142751,trunk,Voie de Dégagement Nord,yes,2
-17.4705639994881,14.7066144478072,trunk,Voie de Dégagement Nord,yes,2
-17.4706999409468,14.7305687378104,living_street,,,
-17.47152785,14.70872525,residential,MZ-102,,
-17.4718045096959,14.7413044808087,primary,,yes,
-17.4709306,14.72653035,living_street,,,
-17.4709817006233,14.7412500981011,trunk,Voie de Dégagement Nord,yes,2
-17.4716423,14.7152352,primary,,no,
-17.4715085970878,14.6976531819746,residential,,yes,
-17.47134327184,14.7068323640891,residential,rue MZ-91,,
-17.4698152470777,14.6976922533063,residential,rue Léon Frobenius (FN-14),,
-17.47165615,14.69682425,primary,Route de la Corniche Ouest,yes,2
-17.4715630996324,14.715230959338,trunk,Voie de Dégagement Nord,yes,2
-17.47155705,14.6927275,residential,,,
-17.4702742996739,14.7066810985841,trunk,Voie de Dégagement Nord,yes,2
-17.4715879017888,14.7056327240385,residential,rue MZ-95,,
-17.4715823,14.69681335,primary,Route de la Corniche Ouest,yes,2
-17.4715876001166,14.713751090872,primary_link,,yes,
-17.4712508,14.70410735,footway,rue MZ-101,,
-17.47117165,14.75161335,residential,,,
-17.471510379826,14.7411399963977,primary,,yes,
-17.4713063518268,14.7532180871926,residential,,,
-17.47140035,14.7059105,footway,,,
-17.4706233052454,14.7426075906489,primary_link,,yes,
-17.4691197474163,14.7284900517427,residential,,,
-17.4713362881096,14.7153171733077,primary,,yes,
-17.4714161283416,14.7154131805795,primary,,yes,
-17.4707300739077,14.698307129651,residential,rue Samo (FN-12),,
-17.4713507000946,14.7310230498742,living_street,,,
-17.47147145,14.69275745,residential,,,
-17.4711976,14.69215825,residential,rue FN-29,,
-17.4713153522391,14.716906939957,primary_link,,yes,
-17.471390469847,14.7412380839503,primary,,yes,
-17.47108895,14.72811525,living_street,,,
-17.4709896767898,14.7154234904703,primary,,yes,
-17.4706592493731,14.6888320007095,residential,rue St John Perse (FN-28),,
-17.4711783,14.7410734,primary,,no,
-17.4712402550507,14.705744882999,residential,rue MZ-97,,
-17.47092245,14.7256862,living_street,,,
-17.4708854,14.73099315,living_street,,,
-17.4709024,14.70557055,residential,rue MZ-128,,
-17.4710449096914,14.7036809387343,footway,,,
-17.47105275,14.7298412,living_street,,,
-17.4689178186919,14.7162805357508,residential,,,
-17.46956355,14.71632555,primary,,yes,
-17.4678155500015,14.7273110999987,residential,,,
-17.4700944577202,14.701633104709,residential,,,
-17.4707960959291,14.6910689394016,residential,rue FN-27,,
-17.4709505215735,14.7408916950204,primary,,yes,
-17.4708235154873,14.7410071094842,primary,,yes,
-17.4684896489058,14.7168223505812,primary,,yes,
-17.4698232973308,14.7274808464057,living_street,,,
-17.47073635,14.70361675,footway,,,
-17.47056635,14.72073555,residential,,,
-17.4662447717252,14.7188306645782,residential,,,
-17.4703573500128,14.7274781500309,living_street,,,
-17.4709131777486,14.7408447256121,primary,,yes,
-17.4699371532546,14.7168252982884,living_street,,,
-17.4707948334048,14.7044688621263,footway,,,
-17.4704898,14.75023055,residential,,,
-17.47042825,14.75121785,residential,,,
-17.47028915,14.72890315,residential,,,
-17.4704771606511,14.7423261781147,primary_link,,yes,
-17.4706211,14.7228206,service,,,
-17.4699302,14.7175239,living_street,,,
-17.47048425,14.69130755,residential,rue FN-31,,
-17.4703639758254,14.7033848880362,footway,,,
-17.4632385006339,14.7358979494123,primary,,yes,
-17.4695666,14.71782205,service,,,
